Country or Territory;Station Name;WMO Station Number;National Station Id Number;Period;Statistic Description;Unit;Jan;Feb;Mar;Apr;May;Jun;Jul;Aug;Sep;Oct;Nov;Dec;Annual
UNITED STATES OF AMERICA;CIRCLEVILLE, OH;72000;331592;1961-1990;Mean Monthly Value;mm;52.6;52.8;83.3;93.2;118.6;88.1;97.8;101.1;81.8;62.5;81.3;67.6;980.7
UNITED STATES OF AMERICA;DELAWARE, OH;72000;332119;1961-1990;Mean Monthly Value;mm;51.1;49.3;75.9;90.7;99.6;93.0;106.7;85.6;76.5;58.2;87.6;71.9;946.1
UNITED STATES OF AMERICA;FINDLAY SEWAGE PLANT, OH;72000;332791;1961-1990;Mean Monthly Value;mm;48.3;48.0;73.4;81.3;96.5;97.0;105.7;97.8;74.4;54.4;72.6;71.6;921.0
UNITED STATES OF AMERICA;GREENVILLE WATER PLANT, OH;72000;333375;1961-1990;Mean Monthly Value;mm;48.8;50.8;81.5;88.9;101.1;88.4;108.7;82.0;68.6;67.3;72.4;70.9;929.4
UNITED STATES OF AMERICA;KENTON, OH;72000;334189;1961-1990;Mean Monthly Value;mm;52.1;51.1;82.3;88.9;102.6;91.4;102.9;83.3;73.2;51.6;77.2;73.2;929.8
UNITED STATES OF AMERICA;MCCONNELSVILLE LOCK 7, OH;72000;335041;1961-1990;Mean Monthly Value;mm;67.6;66.5;93.2;95.0;109.2;96.0;120.4;106.2;81.0;69.3;82.6;82.8;1069.8
UNITED STATES OF AMERICA;MILLPORT 2NW, OH;72000;335315;1961-1990;Mean Monthly Value;mm;58.7;59.4;85.6;81.5;101.1;89.9;105.7;78.2;80.0;63.2;83.3;78.0;964.6
UNITED STATES OF AMERICA;NAPOLEON, OH;72000;335669;1961-1990;Mean Monthly Value;mm;46.0;43.2;71.1;84.3;90.2;87.4;99.3;86.9;71.4;61.0;73.2;69.6;883.6
UNITED STATES OF AMERICA;NORWALK, OH;72000;336118;1961-1990;Mean Monthly Value;mm;48.3;43.9;70.4;79.5;90.2;98.8;105.7;87.9;80.3;56.1;73.9;70.4;905.4
UNITED STATES OF AMERICA;PHILO 3SW, OH;72000;336600;1961-1990;Mean Monthly Value;mm;46.7;52.8;74.9;78.7;101.1;98.0;111.3;91.4;71.1;59.9;74.9;65.5;926.3
UNITED STATES OF AMERICA;TIFFIN, OH;72000;338313;1961-1990;Mean Monthly Value;mm;51.3;48.3;74.7;83.8;97.8;93.7;92.5;90.9;82.6;56.6;75.9;76.5;924.6
UNITED STATES OF AMERICA;UPPER SANDUSKY, OH;72000;338534;1961-1990;Mean Monthly Value;mm;50.0;45.5;75.7;81.5;103.6;82.8;103.1;75.2;83.3;52.6;76.7;70.1;900.1
UNITED STATES OF AMERICA;URBANA SEWAGE PLANT, OH;72000;338552;1961-1990;Mean Monthly Value;mm;52.8;52.6;81.8;86.9;107.9;97.3;109.0;87.9;78.2;68.3;80.3;72.1;975.1
UNITED STATES OF AMERICA;WARREN 3S, OH;72000;338769;1961-1990;Mean Monthly Value;mm;50.8;43.9;73.9;74.9;91.2;99.6;96.3;82.8;90.4;66.8;78.0;68.6;917.2
UNITED STATES OF AMERICA;WAUSEON WATER PLANT, OH;72000;338822;1961-1990;Mean Monthly Value;mm;46.0;42.4;68.8;84.6;83.6;91.2;92.5;83.1;80.5;62.2;76.2;71.9;883.0
UNITED STATES OF AMERICA;WAVERLY, OH;72000;338830;1961-1990;Mean Monthly Value;mm;61.2;58.9;100.8;93.7;107.4;78.2;104.6;109.2;75.2;62.7;79.8;75.2;1006.9
UNITED STATES OF AMERICA;WOOSTER EXP STN, OH;72000;339312;1961-1990;Mean Monthly Value;mm;49.5;50.0;74.2;77.7;101.9;88.1;102.9;94.5;82.3;57.2;74.4;66.5;919.2
UNITED STATES OF AMERICA;KENTON, OK;72000;344766;1961-1990;Mean Monthly Value;mm;7.1;8.9;19.8;30.7;63.2;54.9;84.8;67.1;47.0;24.1;15.5;7.6;430.7
UNITED STATES OF AMERICA;KINGFISHER 2SE, OK;72000;344861;1961-1990;Mean Monthly Value;mm;25.4;35.3;57.2;66.3;117.6;108.5;52.1;68.6;104.6;59.2;48.5;30.2;773.5
UNITED STATES OF AMERICA;MUSKOGEE, OK;72000;346130;1961-1990;Mean Monthly Value;mm;45.7;58.7;90.2;103.6;130.0;109.0;67.1;72.1;114.6;105.4;90.2;73.7;1060.3
UNITED STATES OF AMERICA;NEWKIRK, OK;72000;346278;1961-1990;Mean Monthly Value;mm;22.1;29.7;60.2;78.5;124.2;113.0;83.3;87.6;108.5;82.0;61.2;36.3;886.6
UNITED STATES OF AMERICA;PAULS VALLEY 3WSW, OK;72000;346926;1961-1990;Mean Monthly Value;mm;37.3;47.0;74.2;87.6;145.8;99.1;57.4;55.9;102.9;99.8;64.3;45.7;917.0
UNITED STATES OF AMERICA;PAWHUSKA, OK;72000;346935;1961-1990;Mean Monthly Value;mm;32.5;45.7;82.6;84.8;122.9;115.3;80.8;90.9;125.2;81.3;71.6;42.4;976.0
UNITED STATES OF AMERICA;PERRY, OK;72000;347012;1961-1990;Mean Monthly Value;mm;23.9;39.6;68.8;68.6;133.9;98.8;78.5;82.8;111.3;70.6;53.8;33.8;864.4
UNITED STATES OF AMERICA;WEBBERS FALLS 5WSW, OK;72000;349445;1961-1990;Mean Monthly Value;mm;46.0;64.5;100.3;106.7;143.3;93.2;63.0;73.4;117.1;114.8;85.6;68.8;1076.7
UNITED STATES OF AMERICA;CORVALLIS STATE UNIV, OR;72000;351862;1961-1990;Mean Monthly Value;mm;173.2;128.0;115.6;65.0;49.5;31.2;13.2;22.1;38.4;79.0;173.2;196.1;1084.5
UNITED STATES OF AMERICA;GRANTS PASS, OR;72000;353445;1961-1990;Mean Monthly Value;mm;131.3;97.0;89.2;45.7;29.5;13.5;5.6;12.2;22.9;61.5;134.9;144.5;787.8
UNITED STATES OF AMERICA;KLAMATH FALLS 2SSW, OR;72000;354506;1961-1990;Mean Monthly Value;mm;46.0;32.5;34.3;19.0;21.6;17.5;8.6;15.7;14.0;26.9;50.0;56.6;342.7
UNITED STATES OF AMERICA;MORO, OR;72000;355734;1961-1990;Mean Monthly Value;mm;37.8;24.9;26.4;19.8;19.6;15.7;7.1;11.9;13.7;19.0;42.2;44.2;282.3
UNITED STATES OF AMERICA;ROSEBURG KQEN, OR;72000;357331;1961-1990;Mean Monthly Value;mm;127.8;94.2;92.2;56.9;37.8;21.3;9.9;16.8;29.0;59.9;144.0;141.5;831.3
UNITED STATES OF AMERICA;CHAMBERSBURG 1ESE, PA;72000;361354;1961-1990;Mean Monthly Value;mm;68.8;67.8;87.6;85.3;97.8;97.0;87.6;80.3;82.0;77.5;84.1;80.5;996.3
UNITED STATES OF AMERICA;FRANKLIN, PA;72000;363028;1961-1990;Mean Monthly Value;mm;61.2;60.5;82.0;89.7;96.3;119.1;121.9;103.9;98.6;80.3;95.3;82.3;1091.1
UNITED STATES OF AMERICA;GREENVILLE 2NE, PA;72000;363526;1961-1990;Mean Monthly Value;mm;50.0;49.3;74.7;83.6;95.5;109.2;95.5;88.1;97.5;73.9;89.7;72.1;979.1
UNITED STATES OF AMERICA;HARRISBURG/CAPITAL CI AP PA;72000;363699;1961-1990;Mean Monthly Value;mm;72.1;74.4;83.3;82.3;108.2;97.8;91.2;84.1;89.2;74.4;89.4;82.3;1028.7
UNITED STATES OF AMERICA;JOHNSTOWN, PA;72000;364385;1961-1990;Mean Monthly Value;mm;95.0;91.2;102.4;96.8;111.5;116.3;129.5;105.7;95.8;81.5;96.0;91.2;1212.9
UNITED STATES OF AMERICA;NEW CASTLE 1N, PA;72000;366233;1961-1990;Mean Monthly Value;mm;54.9;54.4;78.2;77.0;88.9;103.6;100.6;85.9;88.6;68.1;78.2;71.1;949.5
UNITED STATES OF AMERICA;READING 3N, PA;72000;367322;1961-1990;Mean Monthly Value;mm;83.3;74.2;84.8;96.8;111.8;108.7;109.7;102.1;100.6;77.2;97.5;88.9;1135.6
UNITED STATES OF AMERICA;STATE COLLEGE, PA;72000;368449;1961-1990;Mean Monthly Value;mm;62.0;65.0;80.0;73.9;92.2;102.4;92.2;80.5;81.8;71.6;82.3;68.1;952.0
UNITED STATES OF AMERICA;TOWANDA 1ESE, PA;72000;368905;1961-1990;Mean Monthly Value;mm;49.0;55.4;61.0;73.7;88.1;88.9;80.3;73.9;79.8;65.5;77.2;60.5;853.3
UNITED STATES OF AMERICA;UNIONTOWN 1NE, PA;72000;369050;1961-1990;Mean Monthly Value;mm;67.6;65.5;93.5;96.8;108.2;105.2;117.1;95.5;86.6;71.4;85.6;79.0;1072.0
UNITED STATES OF AMERICA;WARREN, PA;72000;369298;1961-1990;Mean Monthly Value;mm;65.8;61.0;81.3;89.7;101.3;124.0;104.9;108.2;104.6;87.4;99.6;91.2;1119.0
UNITED STATES OF AMERICA;WELLSBORO 3S, PA;72000;369408;1961-1990;Mean Monthly Value;mm;42.7;45.0;54.4;59.7;84.6;103.9;86.4;72.6;79.8;67.1;69.3;55.1;820.6
UNITED STATES OF AMERICA;WEST CHESTER 1W, PA;72000;369464;1961-1990;Mean Monthly Value;mm;87.9;78.0;88.6;97.3;111.0;106.7;118.9;98.0;105.4;81.0;99.8;92.7;1165.3
UNITED STATES OF AMERICA;YORK PUMP STATION 3SSW, PA;72000;369933;1961-1990;Mean Monthly Value;mm;73.4;69.8;79.8;91.2;94.7;108.2;92.2;86.1;84.8;77.2;86.9;81.8;1026.1
UNITED STATES OF AMERICA;AIKEN 4NE, SC;72000;380074;1961-1990;Mean Monthly Value;mm;117.9;113.5;134.1;97.0;105.9;130.3;131.1;134.9;89.4;72.1;73.2;96.3;1295.7
UNITED STATES OF AMERICA;ANDERSON, SC;72000;380165;1961-1990;Mean Monthly Value;mm;125.2;109.5;140.7;98.8;99.1;101.9;124.0;99.3;101.6;98.6;100.6;116.8;1316.1
UNITED STATES OF AMERICA;BLACKVILLE 3W, SC;72000;380764;1961-1990;Mean Monthly Value;mm;106.9;104.9;114.0;82.3;101.3;138.7;122.9;122.9;80.5;69.3;61.2;89.2;1194.1
UNITED STATES OF AMERICA;CAMDEN 3W, SC;72000;381310;1961-1990;Mean Monthly Value;mm;106.9;93.0;110.7;76.5;84.1;118.9;137.2;117.3;85.1;80.8;76.5;84.8;1171.8
UNITED STATES OF AMERICA;CHARLESTON/CITY OFFICE, SC;72000;381549;1961-1990;Mean Monthly Value;mm;85.3;77.7;109.2;62.0;89.7;148.1;153.7;185.7;118.6;70.6;58.2;73.7;1232.5
UNITED STATES OF AMERICA;CHERAW, SC;72000;381588;1961-1990;Mean Monthly Value;mm;105.4;104.6;112.5;75.4;94.2;121.2;145.8;133.4;92.2;88.1;73.7;87.6;1234.1
UNITED STATES OF AMERICA;CONWAY, SC;72000;381997;1961-1990;Mean Monthly Value;mm;102.4;93.2;102.9;78.0;115.1;134.9;162.8;149.6;126.2;73.7;68.6;82.3;1289.7
UNITED STATES OF AMERICA;DARLINGTON 1N, SC;72000;382260;1961-1990;Mean Monthly Value;mm;103.6;98.0;114.3;73.7;94.0;119.1;136.9;137.7;88.1;74.9;69.6;84.6;1194.5
UNITED STATES OF AMERICA;GREENWOOD 3NE, SC;72000;383754;1961-1990;Mean Monthly Value;mm;121.7;106.7;127.0;93.7;97.5;92.7;107.2;90.2;84.6;85.1;89.2;98.6;1194.2
UNITED STATES OF AMERICA;NEWBERRY, SC;72000;386209;1961-1990;Mean Monthly Value;mm;115.1;103.6;127.5;84.6;95.3;113.5;108.7;124.2;107.4;80.5;80.3;94.5;1235.2
UNITED STATES OF AMERICA;SANTUCK, SC;72000;387722;1961-1990;Mean Monthly Value;mm;113.3;107.9;132.3;79.2;89.9;107.2;114.3;108.2;102.1;84.3;82.6;95.5;1216.8
UNITED STATES OF AMERICA;SUMMERVILLE, SC;72000;388426;1961-1990;Mean Monthly Value;mm;101.3;91.7;113.8;79.0;108.5;154.4;153.9;176.3;121.4;79.2;64.5;83.8;1327.8
UNITED STATES OF AMERICA;WALHALLA, SC;72000;388887;1961-1990;Mean Monthly Value;mm;140.7;133.9;166.4;119.1;131.8;123.4;139.7;131.8;113.3;112.5;120.6;130.6;1563.8
UNITED STATES OF AMERICA;WINNSBORO, SC;72000;389327;1961-1990;Mean Monthly Value;mm;117.1;95.0;119.9;82.0;92.5;109.5;113.5;102.9;91.9;79.2;71.9;89.2;1164.6
UNITED STATES OF AMERICA;WINTHROP COLLEGE, SC;72000;389350;1961-1990;Mean Monthly Value;mm;110.7;108.2;129.0;75.9;95.5;108.7;109.2;109.2;109.5;93.0;88.4;98.3;1235.6
UNITED STATES OF AMERICA;ACADEMY, SD;72000;390043;1961-1990;Mean Monthly Value;mm;12.2;15.2;39.9;64.0;89.7;90.9;74.7;52.1;53.1;38.1;19.8;12.7;562.4
UNITED STATES OF AMERICA;ALEXANDRIA, SD;72000;390128;1961-1990;Mean Monthly Value;mm;9.4;12.2;35.8;59.2;73.7;91.4;72.4;65.5;59.4;40.9;20.8;12.4;553.1
UNITED STATES OF AMERICA;CANTON 4WNW, SD;72000;391392;1961-1990;Mean Monthly Value;mm;9.9;14.0;37.1;60.7;72.9;94.0;76.7;78.2;67.1;45.0;24.9;16.8;597.3
UNITED STATES OF AMERICA;CLARK, SD;72000;391739;1961-1990;Mean Monthly Value;mm;13.5;16.8;33.3;50.3;71.1;86.1;73.7;66.5;47.0;38.9;21.6;14.2;533.0
UNITED STATES OF AMERICA;EUREKA, SD;72000;392797;1961-1990;Mean Monthly Value;mm;6.9;8.9;24.4;48.8;60.5;79.5;60.7;52.1;37.3;29.7;13.5;8.1;430.4
UNITED STATES OF AMERICA;FAULKTON, SD;72000;392927;1961-1990;Mean Monthly Value;mm;7.1;12.7;33.5;53.3;68.6;80.5;59.2;60.2;40.9;31.5;14.0;9.1;470.6
UNITED STATES OF AMERICA;GANN VALLEY, SD;72000;393217;1961-1990;Mean Monthly Value;mm;5.8;10.4;28.7;48.0;73.2;77.2;69.1;52.3;40.9;33.8;13.7;9.7;462.8
UNITED STATES OF AMERICA;HIGHMORE 1W, SD;72000;393832;1961-1990;Mean Monthly Value;mm;8.4;12.4;31.8;58.9;70.4;81.0;76.5;58.9;41.9;34.3;14.5;10.7;499.7
UNITED STATES OF AMERICA;HOT SPRINGS, SD;72000;394007;1961-1990;Mean Monthly Value;mm;7.6;10.2;20.1;41.4;71.6;71.1;66.5;34.0;34.5;24.6;11.2;9.1;401.9
UNITED STATES OF AMERICA;MELLETTE, SD;72000;395456;1961-1990;Mean Monthly Value;mm;9.9;14.2;32.8;56.9;72.9;88.9;66.5;66.5;48.0;31.5;16.3;11.2;515.6
UNITED STATES OF AMERICA;MILBANK 2SSW, SD;72000;395536;1961-1990;Mean Monthly Value;mm;11.4;11.9;32.5;56.1;67.1;83.6;75.2;66.8;51.3;46.7;25.4;10.7;538.7
UNITED STATES OF AMERICA;PIERRE FAA AP, SD;72000;396597;1961-1990;Mean Monthly Value;mm;10.9;12.2;28.7;52.8;72.9;89.4;66.5;42.9;39.6;31.0;13.2;14.0;474.1
UNITED STATES OF AMERICA;RAPID CITY, SD;72000;396947;1961-1990;Mean Monthly Value;mm;8.4;12.4;24.1;52.8;80.8;83.8;65.5;51.1;31.2;27.9;12.2;10.7;460.9
UNITED STATES OF AMERICA;VERMILLION 2SE, SD;72000;398622;1961-1990;Mean Monthly Value;mm;9.9;13.2;43.7;60.5;91.9;100.8;81.8;74.9;61.7;44.4;27.9;17.0;627.7
UNITED STATES OF AMERICA;WATERTOWN FAA AP, SD;72000;398932;1961-1990;Mean Monthly Value;mm;13.7;14.7;35.8;55.4;77.0;89.7;77.5;69.1;50.0;47.5;21.6;12.7;564.7
UNITED STATES OF AMERICA;BRISTOL/TRI CITY, TN;72000;401094;1961-1990;Mean Monthly Value;mm;82.0;87.4;94.0;83.8;97.5;89.9;109.7;80.5;82.8;65.8;74.7;86.1;1034.2
UNITED STATES OF AMERICA;CLARKSVILLE SEWAGE PLANT, TN;72000;401790;1961-1990;Mean Monthly Value;mm;94.0;108.7;144.0;113.3;109.2;99.1;105.2;97.5;88.4;80.5;116.1;133.1;1289.1
UNITED STATES OF AMERICA;COVINGTON 1W, TN;72000;402108;1961-1990;Mean Monthly Value;mm;97.8;113.3;136.4;140.0;135.1;84.8;101.3;66.3;101.1;74.9;129.3;143.8;1324.1
UNITED STATES OF AMERICA;DICKSON, TN;72000;402489;1961-1990;Mean Monthly Value;mm;98.8;114.6;142.5;127.8;130.0;106.7;113.3;93.2;101.1;79.5;127.3;135.6;1370.4
UNITED STATES OF AMERICA;DOVER 1W, TN;72000;402589;1961-1990;Mean Monthly Value;mm;100.1;115.6;137.4;125.0;117.1;98.6;113.8;94.0;97.5;86.1;126.5;133.6;1345.3
UNITED STATES OF AMERICA;JACKSON EXPERIMENT STN, TN;72000;404561;1961-1990;Mean Monthly Value;mm;98.3;111.0;128.0;129.5;138.9;103.9;107.4;73.9;99.3;82.8;122.9;136.4;1332.3
UNITED STATES OF AMERICA;LEWISBURG EXPERIMENT STN, TN;72000;405187;1961-1990;Mean Monthly Value;mm;114.0;104.6;151.6;118.6;143.8;97.8;131.8;82.6;96.3;96.8;123.2;128.3;1389.4
UNITED STATES OF AMERICA;MCMINNVILLE, TN;72000;405882;1961-1990;Mean Monthly Value;mm;110.2;107.9;148.1;113.3;129.3;106.2;121.9;87.4;98.6;87.1;116.1;127.8;1353.9
UNITED STATES OF AMERICA;MURFREESBORO 5N, TN;72000;406371;1961-1990;Mean Monthly Value;mm;106.9;102.9;140.2;113.8;136.1;98.3;122.4;96.0;107.9;84.6;114.6;126.7;1350.4
UNITED STATES OF AMERICA;NEWPORT 1NW, TN;72000;406534;1961-1990;Mean Monthly Value;mm;89.2;90.4;109.7;91.4;116.6;91.9;114.0;97.3;84.6;65.0;80.8;86.9;1117.8
UNITED STATES OF AMERICA;OAK RIDGE, TN;72000;406750;1961-1990;Mean Monthly Value;mm;116.1;110.2;144.3;103.6;118.9;110.2;138.4;94.0;98.0;80.8;116.6;134.6;1365.7
UNITED STATES OF AMERICA;WAYNESBORO, TN;72000;409502;1961-1990;Mean Monthly Value;mm;120.9;120.1;159.5;135.9;141.0;96.8;131.8;92.5;91.9;92.5;141.7;145.8;1470.4
UNITED STATES OF AMERICA;ALICE, TX;72000;410144;1961-1990;Mean Monthly Value;mm;34.0;41.4;21.6;41.4;81.8;89.2;63.2;67.3;130.6;69.1;39.9;26.9;706.4
UNITED STATES OF AMERICA;BALLINGER 1SW, TX;72000;410493;1961-1990;Mean Monthly Value;mm;23.6;31.8;31.0;47.5;87.4;64.8;36.8;63.2;88.9;58.7;32.3;25.9;591.9
UNITED STATES OF AMERICA;BEEVILLE 5NE, TX;72000;410639;1961-1990;Mean Monthly Value;mm;50.3;48.3;30.7;58.2;91.9;96.5;70.6;74.7;122.2;78.7;51.1;40.9;814.1
UNITED STATES OF AMERICA;BOERNE, TX;72000;410902;1961-1990;Mean Monthly Value;mm;44.2;54.4;52.6;78.2;103.9;96.0;55.4;74.2;106.7;90.4;67.6;45.5;869.1
UNITED STATES OF AMERICA;BRENHAM, TX;72000;411048;1961-1990;Mean Monthly Value;mm;77.5;72.6;69.8;82.6;131.3;110.0;51.3;63.0;122.9;91.9;98.6;80.5;1052.0
UNITED STATES OF AMERICA;CORSICANA, TX;72000;412019;1961-1990;Mean Monthly Value;mm;55.4;71.1;78.7;91.2;146.0;77.5;53.8;48.8;86.1;105.4;73.2;74.4;961.6
UNITED STATES OF AMERICA;DUBLIN, TX;72000;412598;1961-1990;Mean Monthly Value;mm;42.4;54.1;57.9;81.8;119.1;85.1;56.4;71.9;90.7;83.1;52.3;40.9;835.7
UNITED STATES OF AMERICA;GREENVILLE, TX;72000;413734;1961-1990;Mean Monthly Value;mm;55.4;75.4;96.5;100.1;145.5;93.2;67.6;55.9;113.8;103.1;83.1;67.1;1056.7
UNITED STATES OF AMERICA;HALLETTSVILLE 3S, TX;72000;413873;1961-1990;Mean Monthly Value;mm;70.6;62.0;55.4;75.9;134.9;110.5;63.0;67.6;128.8;81.5;83.6;59.9;993.7
UNITED STATES OF AMERICA;LAMPASAS, TX;72000;415018;1961-1990;Mean Monthly Value;mm;39.1;50.5;52.8;68.3;104.9;73.9;46.0;62.5;78.0;82.6;50.8;41.9;751.3
UNITED STATES OF AMERICA;LLANO, TX;72000;415272;1961-1990;Mean Monthly Value;mm;30.0;44.7;41.1;63.5;96.3;70.1;44.7;60.2;75.9;68.8;45.0;31.2;671.5
UNITED STATES OF AMERICA;LULING, TX;72000;415429;1961-1990;Mean Monthly Value;mm;56.4;56.6;49.0;77.2;120.9;111.8;43.7;54.9;110.5;89.2;77.7;48.8;896.7
UNITED STATES OF AMERICA;MARSHALL, TX;72000;415618;1961-1990;Mean Monthly Value;mm;97.0;101.6;101.6;112.8;124.7;112.8;76.5;63.8;96.0;99.3;109.7;114.6;1210.4
UNITED STATES OF AMERICA;MEXIA, TX;72000;415869;1961-1990;Mean Monthly Value;mm;63.2;77.5;86.4;90.9;125.0;88.4;48.0;58.4;118.1;103.1;85.1;80.3;1024.4
UNITED STATES OF AMERICA;QUANAH 5SE, TX;72000;417336;1961-1990;Mean Monthly Value;mm;20.3;25.9;38.1;42.9;87.9;81.3;59.9;63.5;91.7;59.7;30.2;21.6;623.0
UNITED STATES OF AMERICA;TEMPLE, TX;72000;418910;1961-1990;Mean Monthly Value;mm;48.0;69.6;63.8;73.7;117.6;92.5;49.5;57.4;97.0;84.6;73.2;58.9;885.8
UNITED STATES OF AMERICA;WEATHERFORD, TX;72000;419532;1961-1990;Mean Monthly Value;mm;41.4;55.4;69.3;82.6;113.0;92.2;57.7;61.0;88.1;83.3;50.8;41.4;836.2
UNITED STATES OF AMERICA;DESERET, UT;72000;422101;1961-1990;Mean Monthly Value;mm;14.7;12.7;19.0;20.6;24.1;11.9;14.0;17.5;20.1;22.1;20.1;16.0;212.8
UNITED STATES OF AMERICA;FILLMORE, UT;72000;422828;1961-1990;Mean Monthly Value;mm;32.3;32.0;52.8;46.2;36.3;22.9;19.0;22.1;30.7;35.1;37.1;37.6;404.1
UNITED STATES OF AMERICA;LAKETOWN, UT;72000;424856;1961-1990;Mean Monthly Value;mm;23.6;21.6;24.9;29.2;30.0;28.2;18.0;20.8;29.7;28.2;27.2;29.0;310.4
UNITED STATES OF AMERICA;TOOELE, UT;72000;428771;1961-1990;Mean Monthly Value;mm;27.2;33.8;58.9;63.2;48.5;28.2;23.4;23.9;36.1;46.0;42.9;37.6;469.7
UNITED STATES OF AMERICA;CHELSEA, VT;72000;431360;1961-1990;Mean Monthly Value;mm;61.2;53.6;63.2;72.9;88.6;80.0;88.4;95.8;81.3;81.5;88.1;76.2;930.8
UNITED STATES OF AMERICA;CORNWALL, VT;72000;431580;1961-1990;Mean Monthly Value;mm;51.1;46.0;58.4;65.3;86.4;78.5;86.6;110.5;81.8;74.4;81.0;69.1;889.1
UNITED STATES OF AMERICA;ENOSBURG FALLS, VT;72000;432769;1961-1990;Mean Monthly Value;mm;62.5;52.3;69.3;86.4;100.1;104.9;109.7;132.8;100.6;99.1;111.0;82.8;1111.5
UNITED STATES OF AMERICA;BLACKSBURG 3SE, VA;72000;440766;1961-1990;Mean Monthly Value;mm;70.1;73.4;90.4;91.9;102.6;86.6;101.9;95.8;89.2;92.2;73.4;71.6;1039.1
UNITED STATES OF AMERICA;BURKES GARDEN, VA;72000;441209;1961-1990;Mean Monthly Value;mm;82.0;84.3;95.8;92.7;114.8;101.1;118.4;100.1;84.3;86.1;84.3;84.1;1128.0
UNITED STATES OF AMERICA;CHARLOTTESVILLE, VA;72000;441593;1961-1990;Mean Monthly Value;mm;80.0;84.3;95.3;84.8;124.0;95.0;120.6;119.6;104.1;116.1;93.0;84.3;1201.1
UNITED STATES OF AMERICA;DALE ENTERPRISE, VA;72000;442208;1961-1990;Mean Monthly Value;mm;46.7;51.3;62.2;64.0;85.9;75.2;90.7;90.9;82.6;81.0;70.6;57.7;858.8
UNITED STATES OF AMERICA;FREDERICKSBURG NATIONAL PARK, VA;72000;443192;1961-1990;Mean Monthly Value;mm;79.0;74.2;90.2;77.5;97.8;85.1;92.7;91.7;88.6;87.1;85.3;83.6;1032.8
UNITED STATES OF AMERICA;HOT SPRINGS, VA;72000;444128;1961-1990;Mean Monthly Value;mm;74.4;74.2;93.7;87.1;105.4;85.3;114.0;94.0;86.1;95.8;88.1;72.1;1070.2
UNITED STATES OF AMERICA;LEXINGTON, VA;72000;444876;1961-1990;Mean Monthly Value;mm;64.5;71.6;84.6;72.9;92.7;80.8;93.0;80.5;80.3;90.2;76.7;73.9;961.7
UNITED STATES OF AMERICA;LINCOLN, VA;72000;444909;1961-1990;Mean Monthly Value;mm;71.6;68.1;90.7;88.6;114.0;105.9;95.3;100.8;87.9;83.6;88.4;79.8;1074.7
UNITED STATES OF AMERICA;STAUNTON SEWAGE PLANT, VA;72000;448062;1961-1990;Mean Monthly Value;mm;58.4;57.9;73.2;71.6;91.4;69.8;88.6;93.2;87.9;92.2;75.9;61.5;921.6
UNITED STATES OF AMERICA;WILLIAMSBURG 2N, VA;72000;449151;1961-1990;Mean Monthly Value;mm;97.3;89.9;106.2;76.5;114.8;102.4;126.0;119.9;107.9;81.5;88.4;85.1;1195.9
UNITED STATES OF AMERICA;WOODSTOCK 2NE, VA;72000;449263;1961-1990;Mean Monthly Value;mm;60.5;58.4;69.8;68.6;86.9;82.6;93.5;80.3;82.6;79.8;70.4;61.0;894.4
UNITED STATES OF AMERICA;ABERDEEN, WA;72000;450008;1961-1990;Mean Monthly Value;mm;314.5;256.5;229.6;147.3;94.7;63.5;35.1;45.5;91.9;182.6;310.6;329.2;2101.0
UNITED STATES OF AMERICA;BLAINE, WA;72000;450729;1961-1990;Mean Monthly Value;mm;135.6;113.3;92.2;70.1;59.2;47.5;34.0;39.9;56.1;101.1;151.6;154.7;1055.3
UNITED STATES OF AMERICA;CENTRALIA, WA;72000;451276;1961-1990;Mean Monthly Value;mm;176.8;131.3;124.5;81.5;56.4;47.5;21.6;34.0;56.1;102.6;177.8;184.4;1194.5
UNITED STATES OF AMERICA;DAVENPORT, WA;72000;452007;1961-1990;Mean Monthly Value;mm;38.4;32.8;34.0;25.7;32.0;24.1;16.5;14.5;18.0;22.9;50.8;52.8;362.5
UNITED STATES OF AMERICA;DAYTON 1WSW, WA;72000;452030;1961-1990;Mean Monthly Value;mm;60.5;43.4;50.8;37.8;34.3;26.9;13.7;16.8;24.1;35.6;61.7;64.3;469.9
UNITED STATES OF AMERICA;OLGA 3E, WA;72000;456096;1961-1990;Mean Monthly Value;mm;103.9;72.9;59.4;50.8;41.7;32.3;24.6;27.9;39.9;69.1;105.4;108.2;736.1
UNITED STATES OF AMERICA;PORT ANGELES, WA;72000;456624;1961-1990;Mean Monthly Value;mm;102.4;65.0;51.1;34.0;25.1;19.8;13.5;20.1;31.5;58.9;102.6;110.5;634.5
UNITED STATES OF AMERICA;PORT TOWNSEND, WA;72000;456678;1961-1990;Mean Monthly Value;mm;61.2;41.4;48.8;42.9;40.9;33.8;22.4;22.9;31.2;38.9;67.3;82.3;534.0
UNITED STATES OF AMERICA;SEATTLE NMFC, WA;72000;457458;1961-1990;Mean Monthly Value;mm;135.9;102.4;95.8;63.8;46.7;40.4;21.6;31.0;49.3;82.6;143.5;152.4;965.4
UNITED STATES OF AMERICA;SEDRO WOOLLEY, WA;72000;457507;1961-1990;Mean Monthly Value;mm;149.9;112.0;103.6;96.5;71.6;62.5;44.4;46.0;78.7;104.4;160.5;151.1;1181.2
